Country Name	"Country Code"	"Series Name"	"Series Code"	"Time"	"Time Code"	"Value"
Chile	"CHL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.412628829479218"
Chile	"CHL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.0161683559417725"
Chile	"CHL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.044010441750288"
Chile	"CHL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.161352157592773"
Chile	"CHL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.118578858673573"
China	"CHN"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.298641502857208"
China	"CHN"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.259810864925385"
China	"CHN"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.473098784685135"
China	"CHN"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.51672887802124"
China	"CHN"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.441073626279831"
Colombia	"COL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.806959629058838"
Colombia	"COL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.979467272758484"
Colombia	"COL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.701150596141815"
Colombia	"COL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.954557538032532"
Colombia	"COL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.641925930976868"
Comoros	"COM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.361675262451172"
Comoros	"COM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.176833510398865"
Comoros	"COM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.28740406036377"
Comoros	"COM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.228033617138863"
Comoros	"COM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.230514869093895"
"Congo, Dem. Rep."	"COD"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-2.0807466506958"
"Congo, Dem. Rep."	"COD"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-1.62443852424622"
"Congo, Dem. Rep."	"COD"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-1.78548359870911"
"Congo, Dem. Rep."	"COD"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-1.65781247615814"
"Congo, Dem. Rep."	"COD"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-1.97774624824524"
"Congo, Rep."	"COG"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.348402857780457"
"Congo, Rep."	"COG"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.29930168390274"
"Congo, Rep."	"COG"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.213065609335899"
"Congo, Rep."	"COG"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.229479312896729"
"Congo, Rep."	"COG"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.0169060137122869"
Costa Rica	"CRI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.453240990638733"
Costa Rica	"CRI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.43024280667305"
Costa Rica	"CRI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.746752381324768"
Costa Rica	"CRI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.860289990901947"
Costa Rica	"CRI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.954446792602539"
Cote d'Ivoire	"CIV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.898008048534393"
Cote d'Ivoire	"CIV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-1.03647410869598"
Cote d'Ivoire	"CIV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-1.03320527076721"
Cote d'Ivoire	"CIV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.715018510818481"
Cote d'Ivoire	"CIV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.51637864112854"
Croatia	"HRV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.793498814105988"
Croatia	"HRV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.685416102409363"
Croatia	"HRV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.607223808765411"
Croatia	"HRV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.621482789516449"
Croatia	"HRV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.61216127872467"
Cuba	"CUB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.640438854694366"
Cuba	"CUB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.610411107540131"
Cuba	"CUB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.59608781337738"
Cuba	"CUB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.392701923847198"
Cuba	"CUB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.49952158331871"
Curacao	"CUW"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"NA"
Curacao	"CUW"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"NA"
Curacao	"CUW"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"NA"
Curacao	"CUW"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"NA"
Curacao	"CUW"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"NA"
Cyprus	"CYP"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.484394073486328"
Cyprus	"CYP"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.544513285160065"
Cyprus	"CYP"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.288732588291168"
Cyprus	"CYP"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.422054201364517"
Cyprus	"CYP"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.418635070323944"
Czechia	"CZE"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"1.02620995044708"
Czechia	"CZE"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.941883623600006"
Czechia	"CZE"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.912254869937897"
Czechia	"CZE"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.947398126125336"
Czechia	"CZE"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.815441370010376"
Denmark	"DNK"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.931788921356201"
Denmark	"DNK"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.967484951019287"
Denmark	"DNK"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.920160233974457"
Denmark	"DNK"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.928524494171143"
Denmark	"DNK"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.86500883102417"
Djibouti	"DJI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.133512377738953"
Djibouti	"DJI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.343412548303604"
Djibouti	"DJI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.448214262723923"
Djibouti	"DJI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.56633985042572"
Djibouti	"DJI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.508419454097748"
Dominica	"DMA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"1.06885123252869"
Dominica	"DMA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"1.02982354164124"
Dominica	"DMA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"1.31699824333191"
Dominica	"DMA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"1.33395910263062"
Dominica	"DMA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"1.29823231697083"
Dominican Republic	"DOM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.0121999448165298"
Dominican Republic	"DOM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.00315993349067867"
Dominican Republic	"DOM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.164941698312759"
Dominican Republic	"DOM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.287300646305084"
Dominican Republic	"DOM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.328113049268723"
Ecuador	"ECU"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.0948107913136482"
Ecuador	"ECU"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.238249406218529"
Ecuador	"ECU"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.270263135433197"
Ecuador	"ECU"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.257427930831909"
Ecuador	"ECU"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.239295244216919"
"Egypt, Arab Rep."	"EGY"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-1.18810069561005"
"Egypt, Arab Rep."	"EGY"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-1.12460207939148"
"Egypt, Arab Rep."	"EGY"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-1.18191170692444"
"Egypt, Arab Rep."	"EGY"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-1.03284096717834"
"Egypt, Arab Rep."	"EGY"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-1.02805662155151"
El Salvador	"SLV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.389219522476196"
El Salvador	"SLV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.120268002152443"
El Salvador	"SLV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.115019135177135"
El Salvador	"SLV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.0915462896227837"
El Salvador	"SLV"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.153124496340752"
Equatorial Guinea	"GNQ"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.0902423709630966"
Equatorial Guinea	"GNQ"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.147936090826988"
Equatorial Guinea	"GNQ"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.221582889556885"
Equatorial Guinea	"GNQ"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.202780559659004"
Equatorial Guinea	"GNQ"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.0742535442113876"
Eritrea	"ERI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.609398245811462"
Eritrea	"ERI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.705968618392944"
Eritrea	"ERI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.992728471755981"
Eritrea	"ERI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-1.05565702915192"
Eritrea	"ERI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.970292985439301"
Estonia	"EST"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.580257713794708"
Estonia	"EST"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.630106985569"
Estonia	"EST"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.709752976894379"
Estonia	"EST"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.74846613407135"
Estonia	"EST"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.723720729351044"
Eswatini	"SWZ"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.377810627222061"
Eswatini	"SWZ"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.274407118558884"
Eswatini	"SWZ"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.0405771993100643"
Eswatini	"SWZ"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.346043050289154"
Eswatini	"SWZ"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.249723330140114"
Ethiopia	"ETH"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-1.27457964420319"
Ethiopia	"ETH"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-1.30372190475464"
Ethiopia	"ETH"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-1.75365614891052"
Ethiopia	"ETH"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-2.18371319770813"
Ethiopia	"ETH"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-2.03806757926941"
Faroe Islands	"FRO"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"NA"
Faroe Islands	"FRO"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"NA"
Faroe Islands	"FRO"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"NA"
Faroe Islands	"FRO"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"NA"
Faroe Islands	"FRO"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"NA"
Fiji	"FJI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.833207309246063"
Fiji	"FJI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.779773771762848"
Fiji	"FJI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.661915123462677"
Fiji	"FJI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.724108815193176"
Fiji	"FJI"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.764339506626129"
Finland	"FIN"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.891700327396393"
Finland	"FIN"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.835154116153717"
Finland	"FIN"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.981748819351196"
Finland	"FIN"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.963134944438934"
Finland	"FIN"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.891491711139679"
France	"FRA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.0137935001403093"
France	"FRA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.271274894475937"
France	"FRA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.280948132276535"
France	"FRA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.32552382349968"
France	"FRA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.334524124860764"
French Polynesia	"PYF"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"NA"
French Polynesia	"PYF"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"NA"
French Polynesia	"PYF"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"NA"
French Polynesia	"PYF"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"NA"
French Polynesia	"PYF"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"NA"
Gabon	"GAB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.257414042949677"
Gabon	"GAB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.0751413851976395"
Gabon	"GAB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.0658019334077835"
Gabon	"GAB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.0757728293538094"
Gabon	"GAB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.0698951333761215"
"Gambia, The"	"GMB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.0875868499279022"
"Gambia, The"	"GMB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.214429125189781"
"Gambia, The"	"GMB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.247992232441902"
"Gambia, The"	"GMB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.0352661535143852"
"Gambia, The"	"GMB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.0458285696804523"
Georgia	"GEO"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.447616845369339"
Georgia	"GEO"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"-0.498185902833939"
Georgia	"GEO"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"-0.429623365402222"
Georgia	"GEO"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"-0.429646611213684"
Georgia	"GEO"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.440949499607086"
Germany	"DEU"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.577707588672638"
Germany	"DEU"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.548454642295837"
Germany	"DEU"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.644988059997559"
Germany	"DEU"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.725666701793671"
Germany	"DEU"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.614759147167206"
Ghana	"GHA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.0367385223507881"
Ghana	"GHA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.118470922112465"
Ghana	"GHA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.169862180948257"
Ghana	"GHA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.0657853037118912"
Ghana	"GHA"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"-0.0659129694104195"
Gibraltar	"GIB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"NA"
Gibraltar	"GIB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"NA"
Gibraltar	"GIB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"NA"
Gibraltar	"GIB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"NA"
Gibraltar	"GIB"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"NA"
Greece	"GRC"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.153864294290543"
Greece	"GRC"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.162369400262833"
Greece	"GRC"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.115144267678261"
Greece	"GRC"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.101313188672066"
Greece	"GRC"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.0643030628561974"
Greenland	"GRL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"1.9365086555481"
Greenland	"GRL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"1.8871865272522"
Greenland	"GRL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"1.91047644615173"
Greenland	"GRL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"1.87737047672272"
Greenland	"GRL"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"1.56596922874451"
Grenada	"GRD"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.968616604804993"
Grenada	"GRD"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.937967896461487"
Grenada	"GRD"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"1.03254508972168"
Grenada	"GRD"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"1.04016363620758"
Grenada	"GRD"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"1.04379844665527"
Guam	"GUM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"0.697025716304779"
Guam	"GUM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2019"	"YR2019"	"0.883918046951294"
Guam	"GUM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2020"	"YR2020"	"0.888366281986237"
Guam	"GUM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2021"	"YR2021"	"0.877565145492554"
Guam	"GUM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2022"	"YR2022"	"0.808528244495392"
Guatemala	"GTM"	"Political Stability and Absence of Violence/Terrorism: Estimate"	"PV.EST"	"2018"	"YR2018"	"-0.538192272186279"
